Catalog#,Artist,Title,Query_Spotify,Spotify_Album_Art_URL,Spotify_Artist_URL,Spotify_Album_URL,Trade_or_Sell,Label,Format,Rating,Released,release_id,CollectionFolder,Date Added,Low,Median,High,Collection Notes,Artist Collection,Last modified time
7 4728 1,Molly Tuttle,When You're Ready,,https://i.scdn.co/image/ab67616d0000b273d8b6ce4826324fb2f70d06c5,https://open.spotify.com/artist/4LX0KCPnH7gvxEbVXqXmAE,https://open.spotify.com/album/1w0K4edsnTTxo2p6ZCErUV,,Compass Records,"LP, Album, Red",,,13440531,Uncategorized,2020-03-20 22:24,,,,,,2/4/2024 6:52pm
19075-96034-1,Tyler Childers,Country Squire,,https://i.scdn.co/image/ab67616d0000b273d41fec800fa501c5bc623083,https://open.spotify.com/artist/13ZEDW6vyBF12HYcZRr4EV,https://open.spotify.com/album/2T9P5dSm786uuxA5tkI1Xb,,"RCA, Hickman Holler Records","LP, Album",,,13948321,Uncategorized,2022-11-05 19:45,,,,,,2/4/2024 6:43pm
"ST.11954, ST-11954",Little River Band,First Under The Wire,,https://i.scdn.co/image/ab67616d0000b273d45ea4a21fa17a4e3bf9b378,https://open.spotify.com/artist/6clbbhnIqpHnqxwtOWcilg,https://open.spotify.com/album/1pPsslUdE1HeBxdlgXJ7Yp,,"Capitol Records, Capitol Records, EMI, EMI","LP, Album",,,2827579,Uncategorized,2020-03-17 04:30,,,,,,2/4/2024 6:56pm
APL1-1117,Dolly Parton,Best Of Dolly Parton,,https://i.scdn.co/image/ab67616d0000b273d76baa04e88b90c35a41c520,https://open.spotify.com/artist/5kugLcip6TuOXtj3RI5V39,https://open.spotify.com/album/043VsEIT9FzlXl6PLS10yy,,RCA,"LP, Comp, RE, Bla",,,1852680,Uncategorized,2019-07-18 14:52,,,,,,2/4/2024 6:58pm
7559795598,Nickel Creek,A Dotted Line,,https://i.scdn.co/image/ab67616d0000b273d85e555df0cf325f560b91cb,https://open.spotify.com/artist/3bcLBxvaI7GsBzGp3WHnwQ,https://open.spotify.com/album/3ujidZyCiCruwocS0bDmt2,,Nonesuch,"LP, Album",,,7798301,Bluegrass,2018-10-21 20:39,,,,,,2/4/2024 6:28pm
MRC002,Margot & The Nuclear So And So's,Buzzard,,https://i.scdn.co/image/ab67616d0000b273d97f7e8c446d3eab924fe16a,https://open.spotify.com/artist/4fw9oPmbbmHW5aAJpkJdlI,https://open.spotify.com/album/532mQIIpCWjgn10k5EMXMR,,Mariel Recording Company,"2xLP, Album",,,2926175,Uncategorized,2018-10-23 04:08,,,,,,2/4/2024 6:49pm
NA 5176,E.U.,Free Yourself,,https://i.scdn.co/image/ab67616d0000b273d276a5c865e1c2ca1e7c1a83,"https://open.spotify.com/artist/7fIfKG7oJGO4p8wvyi6adh,https://open.spotify.com/artist/2ha8j86VB129LYjhhQXCvk",https://open.spotify.com/album/71BQWLtPGoa6rGHFUaKqu2,checked,Now-Again Records,"LP, Album, Club, RE, RM, Bro",,,13613129,Uncategorized,2019-07-17 16:45,,,,,,2/4/2024 6:52pm
88985493661,First Aid Kit,Ruins,,https://i.scdn.co/image/ab67616d0000b273d18509393eca912bfac46125,https://open.spotify.com/artist/21egYD1eInY6bGFcniCRT1,https://open.spotify.com/album/5l2Ts5Hd4BN2O28rZksznR,,Columbia,"LP, Album, Ltd, Red",,,11439195,Uncategorized,2018-10-21 21:10,,,,,,2/4/2024 6:28pm
R1-562969,Notorious B.I.G.,Ready To Die,,https://i.scdn.co/image/ab67616d0000b273db09958534ac66f9a90d3cf7,https://open.spotify.com/artist/5me0Irg2ANcsgc93uaYrpb,https://open.spotify.com/album/2HTbQ0RHwukKVXAlTmCZP2,,Bad Boy Entertainment,"LP, Red + LP, Whi + Album, Club, RE, RM, RP",,,14624126,Uncategorized,2021-01-05 08:56,,,,,,2/4/2024 6:44pm
V6-8412,Stan Getz / Eddie Sauter,Focus,,https://i.scdn.co/image/ab67616d0000b273dd77625c52734090cbbd4453,https://open.spotify.com/artist/0FMucZsEnCxs5pqBjHjIc8,https://open.spotify.com/album/4glmye3udhx5Kt1jxCVixf,,Verve Records,"LP, Album, Gat",,,1352828,Uncategorized,2018-10-24 03:16,,,,,,2/4/2024 6:49pm
ABCD-835,Jim Croce,Photographs & Memories (His Greatest Hits),,https://i.scdn.co/image/ab67616d0000b273ddba5c9e9a2c3f8c0df774de,https://open.spotify.com/artist/1R6Hx1tJ2VOUyodEpC12xM,https://open.spotify.com/album/17PK4yXNTBKQg5BSRIPvtd,,ABC Records,"LP, Comp, San",,,518397,Uncategorized,2020-03-17 04:23,,,,,,2/4/2024 6:44pm
none,Lukas Nelson And Promise Of The Real,Wasted,,https://i.scdn.co/image/ab67616d0000b273ddbfca96852f2d98175835fe,https://open.spotify.com/artist/5iXYJYmMcjlTFL1qA8UfgY,https://open.spotify.com/album/5RQR6ARROzETo0HE3L3S4a,,Tone Tide Records,"2xLP, Album",,,4701202,Uncategorized,2019-12-15 23:30,,,,,,2/4/2024 6:26pm
B0019405-01,Chris Stapleton,Traveller,,https://i.scdn.co/image/ab67616d0000b273de2e30cf7205b45a0ba3877f,https://open.spotify.com/artist/4YLtscXsxbVgi031ovDDdh,https://open.spotify.com/album/6kcZ35GY84A3FBIcIKVqTW,,Mercury Nashville,"2xLP, Album",,,7058704,Modern Country,2019-07-23 15:58,,,,,,2/4/2024 6:58pm
1166100233,The Jerry Douglas Band,What If,,https://i.scdn.co/image/ab67616d0000b273dea4e3c7a20f391d020179ae,https://open.spotify.com/artist/0USZNEnekUkKddrmcQHnwa,https://open.spotify.com/album/5kSXnzN7FGE82wfFDDuMaS,,Rounder Records,"LP, Album, S/Edition, Red",,,10949937,Bluegrass,2018-10-21 19:57,,,,,,2/4/2024 6:52pm
CAS-2585,Jerry Reed,Oh What A Woman!,,https://i.scdn.co/image/ab67616d0000b273deb4206597e3f1c1f9916078,https://open.spotify.com/artist/3kvy8do7n0qVqvlNFS4yOF,https://open.spotify.com/album/62DoqU1uEMNePLCL84Xxey,,RCA Camden,"LP, Album, Comp, Hol",,,3808003,Uncategorized,2022-12-01 20:09,,,,,,2/4/2024 6:29pm
BMG-538389851,The Silvertones,Silver Bullets,,https://i.scdn.co/image/ab67616d0000b273df5e0495de82c6b2d550f1e0,https://open.spotify.com/artist/2i7lcqmkXenSMNTeXdAsPZ,https://open.spotify.com/album/1g77Mx8a1WdkcCKyLJtCzn,,"Trojan Records, Trojan Target, BMG","LP, Album, Club, RE, RM, Cle",4,,12235645,Uncategorized,2018-10-21 20:15,,,,,,2/4/2024 6:49pm
ZR 3894-1,Frank Zappa,Finer Moments,,https://i.scdn.co/image/ab67616d0000b273e0e178361f5dac9f87a81304,https://open.spotify.com/artist/6ra4GIOgCZQZMOaUECftGN,https://open.spotify.com/album/2MCENaOsK7DDhGWaGkOPDv,checked,"Barking Pumpkin Records, Zappa Records, UMe","2xLP, Album",,,7659729,Uncategorized,2020-03-17 02:09,,,,,Zappa,2/4/2024 6:52pm
3709,The Seldom Scene,Act Four,,https://i.scdn.co/image/ab67616d0000b273e3a2efb6885a77bd6d5f83c9,https://open.spotify.com/artist/2oxmEjNo7UXIiZi7X7ovGq,https://open.spotify.com/album/6dNNWwIXl9zkGMnaiZQSWQ,,Sugar Hill Records (2),"LP, Album",,,2823431,Uncategorized,2022-12-01 20:15,,,,,,2/4/2024 6:27pm
HJ002,The Wood Brothers,Live At The Barn,,https://i.scdn.co/image/ab67616d0000b273e4a5bb81a1d8bc02289db66f,https://open.spotify.com/artist/6FxuPrpa8phaP3Xn73emhT,https://open.spotify.com/album/44msS4AzdwOaS3P7aV6l2e,,Honey Jar Records,"LP, Album",,,10634462,Uncategorized,2018-10-21 20:51,,,,,,2/4/2024 6:43pm
SR 61369,Tom T. Hall,Tom T. Hall's Greatest Hits,,https://i.scdn.co/image/ab67616d0000b273e6b4b703daa04172966cd675,https://open.spotify.com/artist/1SvG3y1gYAFOsv9785Xu9T,https://open.spotify.com/album/7mKSKQIysA4hoo9r8TVngB,,Mercury,"LP, Comp",,,1621624,Uncategorized,2022-12-01 20:10,,,,,,2/4/2024 6:27pm
VSD 107 / 08,"Doc Watson, Clint Howard And Fred Price",Old Timey Concert,,https://i.scdn.co/image/ab67616d0000b273e19ef78c79b55d7b7e552b7d,https://open.spotify.com/artist/01N1aZStXA4yGvkz4vRXtJ,https://open.spotify.com/album/3QeMTorDJcWq8VRMFqfjqs,,Vanguard,"2xLP, Album",,,6435045,Bluegrass,2019-09-30 21:00,,,,,,2/4/2024 6:49pm
075678651731,The Highwomen,The Highwomen,,https://i.scdn.co/image/ab67616d0000b273e65e147a6f24ecf3f5261e2f,"https://open.spotify.com/artist/3iyG1duuxWpcuWa57VSeZ0,https://open.spotify.com/artist/2sG4zTOLvjKG1PSoOyf5Ej",https://open.spotify.com/album/7sGTt1N5XMIQPCYHAnO1Pl,,"Elektra, Low Country Sound","LP + LP, S/Sided + Album, Gat",,,14284019,Uncategorized,2019-11-26 03:22,,,,,,2/4/2024 6:30pm
SCIFI 1117V,Umphrey's McGee,Mantis,,https://i.scdn.co/image/ab67616d0000b273e240e42cde700f4cb0f02630,https://open.spotify.com/artist/7mQilAy42MqNPqUFqK4Z0o,https://open.spotify.com/album/0V2C1SC7R8R70x2JQ27Pc4,checked,Sci Fidelity Records,LP,5,,2916641,Uncategorized,2018-10-21 22:20,,,,,,2/4/2024 6:49pm
BS 2979,James Taylor (2),James Taylor's Greatest Hits,,https://i.scdn.co/image/ab67616d0000b273e0259c30971a46df96ce4108,https://open.spotify.com/artist/0vn7UBvSQECKJm2817Yf1P,https://open.spotify.com/album/6Vbqju0ioZgKRIFIpWX99S,,Warner Bros. Records,"LP, Comp, Los",,,3419807,Uncategorized,2020-03-17 04:19,,,,,,2/4/2024 6:30pm
075597912494,Punch Brothers,Hell On Church Street,,https://i.scdn.co/image/ab67616d0000b273e993ac49dc78a4e83313f797,https://open.spotify.com/artist/4gFssfOmWNY3LfIZ3zyoy4,https://open.spotify.com/album/5XptR8Eatr8J2KlcO7heEA,,Nonesuch,"LP, Album",,,21726892,Uncategorized,2022-11-05 20:23,,,,,,2/4/2024 6:48pm
ES018-1,Fruit Bats,Absolute Loser,,https://i.scdn.co/image/ab67616d0000b273e1101c867f96b1ad292b76f0,https://open.spotify.com/artist/6Qm9stX6XO1a4c7BXQDDgc,https://open.spotify.com/album/1vRxjcJpuE6MxaDwvDcldB,,Easy Sound,"LP, Album",,,8499313,Uncategorized,2018-10-24 03:09,,,,,,2/4/2024 6:31pm
B0008760-01,Ryan Adams & The Cardinals,Easy Tiger,,https://i.scdn.co/image/ab67616d0000b273e04608636d6a2560981187c5,https://open.spotify.com/artist/2qc41rNTtdLK0tV3mJn2Pm,https://open.spotify.com/album/3ZlWIevUkfKkrjpYw5VdjE,checked,Lost Highway,"LP, Album, Ora",,,1020596,Uncategorized,2018-10-23 04:01,,,,,Ryan Adams,2/4/2024 6:52pm
"VERS 2, 6359 119",Def Leppard,Pyromania,,https://i.scdn.co/image/ab67616d0000b273e45161990e83649071399525,https://open.spotify.com/artist/6H1RjVyNruCmrBEWRbD0VZ,https://open.spotify.com/album/5ab6RIlAGwbVAacV1JIr2d,,"Vertigo, Vertigo","LP, Album",,,831997,Uncategorized,2020-03-17 04:13,,,,,,2/4/2024 6:55pm
T 326L,Stevie Wonder,Innervisions,,https://i.scdn.co/image/ab67616d0000b273ea8ab1a548312b79ac955266,https://open.spotify.com/artist/7guDJrEfX3qb6FEbdPA5qi,https://open.spotify.com/album/5jgI8Eminx9MmLBontDWq8,,Tamla,"LP, Album, Hol",,,13286331,Uncategorized,2019-07-16 20:01,,,,,,2/4/2024 6:28pm
GP 30,Flatt & Scruggs,Flatt & Scruggs - 20 All-Time Great Recordings In A Deluxe 2-Record Set,,https://i.scdn.co/image/ab67616d0000b273eb29e3e4514ef5f374778827,https://open.spotify.com/artist/1iNNWK8bYjc5EK0waLk1J1,https://open.spotify.com/album/5HVcZRoUGq2WdjAKiIARU5,,Columbia,"2xLP, Comp",,,3054148,Bluegrass,2018-10-21 22:34,,,,,,2/4/2024 6:48pm
D+J052214,Blessed Feathers,There Will Be No Sad Tomorrow,,https://i.scdn.co/image/ab67616d0000b273eb38fb8d941ad0521a169171,https://open.spotify.com/artist/0m2Xvn3JcV58sPCDV2GfSD,https://open.spotify.com/album/52UzhrlswqrNZ6siP8e30k,checked,"Vinyl Me, Please","LP, Album, Club, Pur",,,7519355,Uncategorized,2018-10-21 20:07,,,,,,2/4/2024 6:51pm
DS 2234,Frank Zappa / Captain Beefheart / The Mothers,Bongo Fury,,https://i.scdn.co/image/ab67616d0000b273eb96fc36f934940af34f59f9,"https://open.spotify.com/artist/6ra4GIOgCZQZMOaUECftGN,https://open.spotify.com/artist/2ebK4ueGwhVaXUm060m1BS,https://open.spotify.com/artist/6O2r6FHJL6hRJxBI5TUn0K",https://open.spotify.com/album/0u4GsfF3p8pt7BVSHIZq2N,checked,Discreet,"LP, Album, Win",,,4795903,Uncategorized,2020-03-17 02:23,,,,,Zappa,2/4/2024 6:52pm
KH3LP9028,Frank Zappa & Captain Beefheart,"Providence College, Rhode Island, April 26th 1975",,https://i.scdn.co/image/ab67616d0000b273eb96fc36f934940af34f59f9,"https://open.spotify.com/artist/6ra4GIOgCZQZMOaUECftGN,https://open.spotify.com/artist/2ebK4ueGwhVaXUm060m1BS,https://open.spotify.com/artist/6O2r6FHJL6hRJxBI5TUn0K",https://open.spotify.com/album/0u4GsfF3p8pt7BVSHIZq2N,checked,Keyhole,"3xLP, Album, Unofficial, 180",,,6659957,Uncategorized,2020-03-17 02:08,,,,,Zappa,2/4/2024 6:42pm
VMP-027,Beach House,Devotion,,https://i.scdn.co/image/ab67616d0000b273ebd18d625c86daade9d1cccd,https://open.spotify.com/artist/56ZTgzPBDge0OvCGgMO3OY,https://open.spotify.com/album/6Unw8A3kdy8ZPj6MmlbA7E,checked,"Vinyl Me, Please, Carpark Records","2xLP, Album, Club, Dlx, RE, RM, Cle",,,11684922,Uncategorized,2018-10-21 21:03,,,,,,2/4/2024 6:51pm
FF 224,Various,Tellulive - 1979 Telluride Bluegrass & Country Music Festival,,https://i.scdn.co/image/ab67616d0000b273ed9bf536c99084e1f7cdd1ac,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of,https://open.spotify.com/album/6f55imoL0ZGhcsWTJQiUMP,,Flying Fish (2),"LP, Comp",,,1282831,Bluegrass,2022-11-19 10:02,,,,,,2/4/2024 6:53pm
MAH08,Panda Bear,Person Pitch,,https://i.scdn.co/image/ab67616d0000b273ed4196ab68bf2a9f0c507edd,https://open.spotify.com/artist/1R84VlXnFFULOsWWV8IrCQ,https://open.spotify.com/album/64TDaAbxgO0TmKZrIavdLg,checked,My Animal Home,"12"", Whi + 12"", Blu + Album, Club, RE, RM, Gat",4,,9649225,Uncategorized,2019-07-26 17:34,,,,,,2/4/2024 6:52pm
VR6261,Pete Yorn,Pete Yorn,,https://i.scdn.co/image/ab67616d0000b273ed51822d5e37599492067b34,https://open.spotify.com/artist/5l2EAkfckNPYZbEDbQtEkO,https://open.spotify.com/album/1M5qds7V6rmcjV3O9MTutn,checked,Vagrant Records,"LP, Album",,,2509386,Uncategorized,2018-10-23 04:19,,,,,,2/4/2024 6:43pm
HJ0011,The Wood Brothers,Paradise,,https://i.scdn.co/image/ab67616d0000b273ee3e846790a3c6b8ca063dd7,https://open.spotify.com/artist/6FxuPrpa8phaP3Xn73emhT,https://open.spotify.com/album/0wDYv6QrtYk9Db9GJymzho,,Honey Jar Records,"LP, Album",,,7659410,Uncategorized,2018-10-21 19:35,,,,,,2/4/2024 6:52pm
RS 6356,Frank Zappa,Hot Rats,,https://i.scdn.co/image/ab67616d0000b273ee314008c5ae6e98904ebfe0,https://open.spotify.com/artist/6ra4GIOgCZQZMOaUECftGN,https://open.spotify.com/album/0WYYrC9My9rYWigac003hw,checked,"Bizarre Records, Reprise Records","LP, Album, Gat",,,584013,Uncategorized,2020-03-17 02:00,,,,,Zappa,2/4/2024 6:47pm
MS 2094,Frank Zappa,Waka / Jawaka - Hot Rats,,https://i.scdn.co/image/ab67616d0000b273ee314008c5ae6e98904ebfe0,https://open.spotify.com/artist/6ra4GIOgCZQZMOaUECftGN,https://open.spotify.com/album/0WYYrC9My9rYWigac003hw,checked,"Bizarre Records, Reprise Records","LP, Album, San",,,1378139,Uncategorized,2020-03-17 02:12,,,,,Zappa,2/4/2024 6:52pm
BS 2866,James Taylor (2),Gorilla,,https://i.scdn.co/image/ab67616d0000b273eecbfd751c532394ee10d3e6,https://open.spotify.com/artist/0vn7UBvSQECKJm2817Yf1P,https://open.spotify.com/album/0x491s63vRDvG25x2Fzrny,,Warner Bros. Records,"LP, Album, RP, Los",,,4450814,Uncategorized,2020-03-17 04:47,,,,,,2/4/2024 6:27pm
C-1583,J.D. Crowe,Blackjack,,https://i.scdn.co/image/ab67616d0000b273f3a275b156244094d20eb0af,https://open.spotify.com/artist/1CSyDCZKVQyFIW0Eo8CHDp,https://open.spotify.com/album/3jTkigbQJWvD6ANpuXeNXy,,Rebel Records (3),"Cass, Album, RE",,,15128582,Uncategorized,2021-01-06 04:33,,,,,,2/4/2024 6:53pm
TTR42005,The Infamous Stringdusters,Rise Sun,,https://i.scdn.co/image/ab67616d0000b273f4bb441a8ab69439a4e1cc68,https://open.spotify.com/artist/7yTltkMBvChBkA86Tz8WfW,https://open.spotify.com/album/3jFG5srnWyHmefKlXU3hZS,,Tape Time Records,"2xLP, Album, Sun",,,13635149,Bluegrass,2019-09-30 20:57,,,,,,2/4/2024 6:53pm
B0024735-01,Weezer,Pinkerton,,https://i.scdn.co/image/ab67616d0000b273f4f9accdc0fb8ddee29e32b7,https://open.spotify.com/artist/3jOstUTkEu2JkjvRdBA5Gu,https://open.spotify.com/album/3jWhmYMAWw5NvHTTeiQtfl,checked,Geffen Records,"LP, Album, Club, RE, RM, RP, Blu",1,,8494616,Uncategorized,2018-10-21 20:53,,,,,,2/4/2024 6:49pm
LOO-1108,Kenny Rogers,Share Your Love,,https://i.scdn.co/image/ab67616d0000b273f06a9264e0965fae14d3cbed,https://open.spotify.com/artist/4tw2Lmn9tTPUv7Gy7mVPI4,https://open.spotify.com/album/0RlTMOUZMLq2Tmj6K9NgX6,,Liberty,"LP, Album, Jac",,,9905637,Uncategorized,2020-03-17 04:21,,,,,,2/4/2024 6:55pm
88697 39842 1,Ray Lamontagne,Till The Sun Turns Black,,https://i.scdn.co/image/ab67616d0000b273f6b4e0a4f4deeca20a7754e3,https://open.spotify.com/artist/6DoH7ywD5BcQvjloe9OcIj,https://open.spotify.com/album/6teArUjXEHY8nEbWiOf1Hq,,"RCA, Legacy","LP, Album, RE, Ray",,,2091553,Uncategorized,2018-10-21 20:14,,,,,,2/4/2024 6:56pm
DJ-1001,Jim & Jesse,Presents Jesse's Guitar Pickin' Showcase,,https://i.scdn.co/image/ab67616d0000b273f7c4156106a2f3d0bc703452,https://open.spotify.com/artist/4lCaf25RGJ4ZPz2fsGUVcq,https://open.spotify.com/album/3kcIPKuw5HJMz5LVegKE4i,,Double J Productions,"LP, Album",,,6053944,Bluegrass,2019-09-30 20:58,,,,,,2/4/2024 6:56pm
1166101799,Billy Strings,Me / And / Dad,,https://i.scdn.co/image/ab67616d0000b273f7cd8ba9fe341b6afa6f49c8,https://open.spotify.com/artist/1ZN1c1qWEGZNX1pGeKCPpf,https://open.spotify.com/album/3sEnM8BV4F3dQno5rFzdW1,,Rounder Records,"LP, Album, Ltd, Bla",,,25206469,Uncategorized,2022-12-01 20:21,,,,,,2/4/2024 6:27pm
CS 9741,Flatt & Scruggs,Nashville Airplane,,https://i.scdn.co/image/ab67616d0000b273f7e03553130b46f119273b8c,https://open.spotify.com/artist/1iNNWK8bYjc5EK0waLk1J1,https://open.spotify.com/album/73V73TmkLtli9XG0z6hIRY,,Columbia,"LP, Album, Pit",,,2857383,Bluegrass,2018-10-21 22:32,,,,,,2/4/2024 6:43pm
CR00146,Mavis Staples,Mavis Staples,,https://i.scdn.co/image/ab67616d0000b273f9df1fa61ed648f0b5140090,https://open.spotify.com/artist/0cTSCsVx04SSht9V6cpKN0,https://open.spotify.com/album/69UCRo9HJBUEZDPFMgR30r,,Volt,"LP, Album, Club, RE, RM, Ora",,,12909387,Uncategorized,2019-07-17 16:27,,,,,,2/4/2024 6:52pm
"19075.90186-1-S1, 1907-90186-1",Maren Morris,Girl,,https://i.scdn.co/image/ab67616d0000b273f46b5e01e02ab8247be49978,https://open.spotify.com/artist/6WY7D3jk8zTrHtmkqqo5GI,https://open.spotify.com/album/3XpxioqzCTiqOSuHTXuaGf,,"Columbia Nashville, Columbia Nashville","LP, Album, Lem",,,13427289,Uncategorized,2019-07-11 22:22,,,,,,2/4/2024 6:52pm
"V/V6-5013X, V6-5013",The Mothers,Absolutely Free,,https://i.scdn.co/image/ab67616d0000b273f68cf2582f4f673e4f70b265,"https://open.spotify.com/artist/6ra4GIOgCZQZMOaUECftGN,https://open.spotify.com/artist/3P2gYnypDVi90ZavnaAhfL",https://open.spotify.com/album/5quWwqogyMjzEXWgCVyvRP,,"Verve Records, Verve Records","LP, Album, MGM",,,1317328,Uncategorized,2020-03-17 02:56,,,,,,2/4/2024 6:49pm
OV 41534,Huey Lewis & The News,Fore!,,https://i.scdn.co/image/ab67616d0000b273f511dc00e29c2a2bdf483b53,https://open.spotify.com/artist/7A9yZMTrFZcgEWAX2kBfK6,https://open.spotify.com/album/5L0vaNLbzgP8RIJqs1zamE,,Chrysalis,"LP, Album, Car",,,911271,Uncategorized,2020-03-17 04:42,,,,,,2/4/2024 6:43pm
RS 6370,The Mothers,Burnt Weeny Sandwich,,https://i.scdn.co/image/ab67616d0000b273f564f21c1f330416fdf78fbd,"https://open.spotify.com/artist/6ra4GIOgCZQZMOaUECftGN,https://open.spotify.com/artist/3P2gYnypDVi90ZavnaAhfL",https://open.spotify.com/album/5sTtFC2SNK38bxG0XSfPLo,,"Bizarre Records, Reprise Records","LP, Album, Ter",,,431444,Uncategorized,2020-03-17 02:27,,,,,,2/4/2024 6:27pm
B0002961-01,Blue Merle,Burning In The Sun,,https://i.scdn.co/image/ab67616d0000b273f780e5aee21c5f5e6765f50a,https://open.spotify.com/artist/0tfxwnVEgz5XSYV8yEKLES,https://open.spotify.com/album/522nqfVGiMsJ4eNvvb51qM,,Island Def Jam Music Group,"LP, Album",,,3389532,Uncategorized,2018-10-21 19:43,,,,,,2/4/2024 6:26pm
none,Kaleo,No Good,,https://i.scdn.co/image/ab67616d0000b273f793a842c1642b09a768a63b,https://open.spotify.com/artist/7jdFEYD2LTYjfwxOdlVjmc,https://open.spotify.com/album/4he4SQup02hEIQdwhZlZlk,checked,"Atlantic, Warner Bros. Records","7"", S/Sided, Club, Etch",,,8109366,Uncategorized,2020-03-17 05:32,,,,,,2/4/2024 6:42pm
093624899402,The Flaming Lips,The Soft Bulletin,,https://i.scdn.co/image/ab67616d0000b273f958fdfa181b79454c1ed44b,https://open.spotify.com/artist/16eRpMNXSQ15wuJoeqguaB,https://open.spotify.com/album/1mJFgPeuLhU1PzLNBURdJC,checked,Warner Records,"2xLP, Album, Club, RE, RM, Yel",,,14238656,Uncategorized,2019-11-26 03:23,,,,,,2/4/2024 6:48pm
BSK 3115,Emmylou Harris,Luxury Liner,,https://i.scdn.co/image/ab67616d0000b273f4429ce65f0362b9cfa1ea7e,https://open.spotify.com/artist/5s6TJEuHTr9GR894wc6VfP,https://open.spotify.com/album/2MY03ZPfqzrUmM5xPcyfrx,,Warner Bros. Records,"LP, Album, Jac",,,1332020,Uncategorized,2022-12-01 20:11,,,,,,2/4/2024 6:53pm
80302-015291-5,Drew Holcomb And The Neighbors,Chasing Someday,,https://i.scdn.co/image/ab67616d0000b273f7562fa23f45163e2a9d0d34,https://open.spotify.com/artist/4RwbDag6jWIYJnEGH6Wte9,https://open.spotify.com/album/2obcH7F4qNSfbQzsbJVvKZ,,Dualtone,"LP, Album",,,3801827,Uncategorized,2018-10-24 02:54,,,,,,2/4/2024 6:31pm
U26,U2,The Joshua Tree,,https://i.scdn.co/image/ab67616d0000b273f8996a3f97e80d9d700635c3,https://open.spotify.com/artist/51Blml2LZPmy7TTiAg47vQ,https://open.spotify.com/album/5vBZRYu2GLA65nfxBvG1a7,checked,Island Records,"LP, Album, EMI",,,1341431,Uncategorized,2020-03-17 04:12,,,,,,2/4/2024 6:48pm
MS 2093,The Mothers,The Grand Wazoo,,https://i.scdn.co/image/ab67616d0000b273f3003380e5482e29e120d601,https://open.spotify.com/artist/6ra4GIOgCZQZMOaUECftGN,https://open.spotify.com/album/6n3GOS30whss0FvzHP7I9t,,"Bizarre Records, Reprise Records","LP, Album, Pit",,,1311540,Uncategorized,2020-03-17 02:40,,,,,,2/4/2024 6:55pm
"RCV1 659144, 081227879839",Emmylou Harris,Pieces Of The Sky,,https://i.scdn.co/image/ab67616d0000b273f8481456d942581ec8e1d147,https://open.spotify.com/artist/5s6TJEuHTr9GR894wc6VfP,https://open.spotify.com/album/04TlWfr3EnQE47HyNTBnex,,"Reprise Records, Reprise Records","LP, Album, Club, RE, RM, Gol",,,20188387,Uncategorized,2022-11-05 20:28,,,,,,2/4/2024 6:26pm
SRM 1-609,Rod Stewart,Every Picture Tells A Story,,https://i.scdn.co/image/ab67616d0000b273f20825485137abccd82b9665,https://open.spotify.com/artist/2y8Jo9CKhJvtfeKOsYzRdT,https://open.spotify.com/album/4VykjLwkyfKMZVLrJJVrYh,,Mercury,"LP, Album, RP, Hol",,,5767435,Uncategorized,2019-07-18 14:54,,,,,,2/4/2024 6:48pm
TB-5103-1,De La Soul,3 Feet High And Rising,,https://i.scdn.co/image/ab67616d0000b273fa8d314f6f91e81889335dfc,https://open.spotify.com/artist/1Z8ODXyhEBi3WynYw0Rya6,https://open.spotify.com/album/34LxHI9x14qXUOS8AWRrYD,,Tommy Boy,"2xLP, Album, Club, Ltd, RE, RM, Cle",,,13290519,Uncategorized,2019-07-11 22:26,,,,,,2/4/2024 6:29pm
"WS 1893, 1893",The Grateful Dead,American Beauty,,https://i.scdn.co/image/ab67616d0000b273fd3f66a9ce4371f7ffa0346f,https://open.spotify.com/artist/4TMHGUX5WI7OOm53PqSDAT,https://open.spotify.com/album/2UDDZVesmQwA4aYfa55diS,,"Warner Bros. Records, Warner Bros. Records","LP, Album, Pit",,,681945,Uncategorized,2019-07-17 16:22,,,,,,2/4/2024 6:55pm
"CSDLP 1138, CSDLP1138",Edward Sharpe And The Magnetic Zeros,Up From Below,,https://i.scdn.co/image/ab67616d0000b273fda2d99d1c90473c71ff2b95,https://open.spotify.com/artist/7giUHu5pv6YTZgSkxxCcgh,https://open.spotify.com/album/2nqKKUI6G3YGYNyjqBxjmd,,"Community Records, Fairfax Recordings, Cobraside Distribution Inc., Community Records, Fairfax Recordings, Cobraside Distribution Inc.","2xLP, Album, 180",,,2078244,Uncategorized,2018-10-23 04:22,,,,,,2/4/2024 6:28pm
MCA-5150,The Oak Ridge Boys,Greatest Hits,,https://i.scdn.co/image/ab67616d0000b273fdd50bbc9a0495341e68792a,https://open.spotify.com/artist/3XnO697XIus1M0cMuxZjos,https://open.spotify.com/album/3LeMf9unDBiy665fDBJWcN,,MCA Records,"LP, Comp, Glo",3,,10011179,Uncategorized,2020-03-17 05:00,$0.25,$2.74,$9.99,,,2/4/2024 6:53pm
