Catalog#,Artist,Title,Query_Spotify,Spotify_Album_Art_URL,Spotify_Artist_URL,Spotify_Album_URL,Trade_or_Sell,Label,Format,Rating,Released,release_id,CollectionFolder,Date Added,Low,Median,High,Collection Notes,Artist Collection,Last modified time
88765404101,Incubus,Morning View,,https://i.scdn.co/image/ab67616d0000b273289320ef78f164a472698926,https://open.spotify.com/artist/3YcBF2ttyueytpXtEzn1Za,https://open.spotify.com/album/1rQZbncicoXyB64DqoH7OY,,"Epic, Immortal Records (3), Legacy","2xLP, Album, RE, 180",,,4228036,Uncategorized,2018-10-23 03:40,,,,,,2/4/2024 6:52pm
40-5510,Stan Getz,Stan Getz,,https://i.scdn.co/image/ab67616d0000b273382362ef6644636e06f712f7,"https://open.spotify.com/artist/0FMucZsEnCxs5pqBjHjIc8,https://open.spotify.com/artist/4jXfFzeP66Zy67HM2mvIIF",https://open.spotify.com/album/5hDoJAJdkIETlQajUu71hQ,,Book-Of-The-Month Records,"3xLP, Comp + Box",,,4214183,Uncategorized,2020-03-17 04:16,,,,,,2/4/2024 6:56pm
DOC131,Kevin Morby,City Music,,https://i.scdn.co/image/ab67616d0000b273508533c775b9b5b69b309020,https://open.spotify.com/artist/6fxk3UXHTFYET8qCT9WlBF,https://open.spotify.com/album/5wrVAAdcCRz1MaL5J7LIyk,checked,Dead Oceans,"LP, Album, Club, Whi",,,10422791,Uncategorized,2018-10-21 20:54,,,,,,2/4/2024 6:51pm
MRG385,Arcade Fire,The Suburbs,,https://i.scdn.co/image/ab67616d0000b273532391d63cfd6d32677f7af6,https://open.spotify.com/artist/3kjuyTCjPG1WMFCiyc5IuB,https://open.spotify.com/album/3DrgM5X3yX1JP1liNLAOHI,checked,"Merge Records, Sonovox Records","2xLP, Album",1,,2380004,Uncategorized,2018-10-23 04:27,,,,,,2/4/2024 6:51pm
SD71361-1,The Reverend Peyton's Big Damn Band,The Whole Fam Damnily,,https://i.scdn.co/image/ab67616d0000b273552014a7f9c7566463caac64,https://open.spotify.com/artist/6Ec85Uubz3lO7BIEvcBfZK,https://open.spotify.com/album/0QPfLYwrsq36IREal1ErNT,,SideOneDummy Records,"LP, Album, Gre",1,,3167540,Uncategorized,2018-10-21 21:56,,,,,,2/4/2024 6:53pm
"C 732162, CL 88697 32162 1",Pete Yorn,Back & Fourth,,https://i.scdn.co/image/ab67616d0000b273561378ef5676c9982f9ad3d9,https://open.spotify.com/artist/5l2EAkfckNPYZbEDbQtEkO,https://open.spotify.com/album/4aVIzPFrZ8MeTwWvxDui84,checked,"Columbia, Columbia","2xLP, Album",,,1880562,Uncategorized,2018-10-23 04:21,,,,,,2/4/2024 6:51pm
SVBO 74200,Frank Zappa,Them Or Us,,https://i.scdn.co/image/ab67616d0000b273653838d79e5b46d99063b0c7,https://open.spotify.com/artist/6ra4GIOgCZQZMOaUECftGN,https://open.spotify.com/album/5atfbe2DChot26rSR0nOrI,checked,Barking Pumpkin Records,"2xLP, Album, Jac",,,8365931,Uncategorized,2020-03-17 02:34,,,,,Zappa,2/4/2024 6:52pm
"YMRC005-1, none",Colter Wall,Imaginary Appalachia,,https://i.scdn.co/image/ab67616d0000b273664369d876deb40cedc5cffa,https://open.spotify.com/artist/3xYXYzm9H3RzyQgBrYwIcx,https://open.spotify.com/album/6kV0NSYFjIMVgkhWRDI0bS,,"Young Mary's Record Co., Thirty Tigers","12"", EP, RE",,,11188970,Uncategorized,2021-01-08 17:16,,,,,,2/4/2024 6:27pm
SH-3778,The Nashville Bluegrass Band,The Boys Are Back In Town,,https://i.scdn.co/image/ab67616d0000b273864152a1033a17c97908ba6b,https://open.spotify.com/artist/60PxSDzeNfdNALOPi5oe7b,https://open.spotify.com/album/3tvq5UoURziSmcXiLwcsNb,,Sugar Hill Records (2),"LP, Album",,,3436146,Uncategorized,2022-11-05 19:49,,,,,,2/4/2024 6:29pm
00602557280869,Glen Campbell,Gentle On My Mind,,https://i.scdn.co/image/ab67616d0000b2730370021be80b47b8d9a7e3bb,https://open.spotify.com/artist/59hLmB5DrdihCYtNeFeW1U,https://open.spotify.com/album/4OQKkIIp50FJvUd69vT0B4,,Capitol Records,"LP, Album, RE, 180",,,10229161,Uncategorized,2018-10-21 20:47,,,,,,2/4/2024 6:29pm
87054-1,Dr. Dog,"Shame, Shame",,https://i.scdn.co/image/ab67616d0000b2730478062bc04df0947d232fcb,https://open.spotify.com/artist/4mLJ3XfOM5FPjSAWdQ2Jk7,https://open.spotify.com/album/16XswZ18xhMs8qUTN51mRl,checked,Anti-,"LP, Album, Ltd, Ora",,,2248270,Uncategorized,2018-10-21 20:43,,,,,,2/4/2024 6:52pm
9324-1,José González,Veneer,,https://i.scdn.co/image/ab67616d0000b2731017779b8f5fe0ccd77bf886,https://open.spotify.com/artist/6xrCU6zdcSTsG2hLrojpmI,https://open.spotify.com/album/2e0BYdQ7VJlzSNHafdmfrl,,"Mute, Imperial Recordings (4)","LP, Album, RE, 180 + CD, Album",,,3973264,Uncategorized,2018-10-24 02:09,,,,,,2/4/2024 6:53pm
VMP-006,Main Source,Breaking Atoms,,https://i.scdn.co/image/ab67616d0000b27308474419b268e237e8f3e22d,https://open.spotify.com/artist/0zi2OowIfzNqUQiuUVyGLs,https://open.spotify.com/album/0YBKh4pphYo7UW6f4b6uxy,checked,"Vinyl Me, Please","LP, Album, Club, M/Print, RE, Ora + 7"", Vio",4,,9816263,Uncategorized,2018-10-21 20:52,,,,,,2/4/2024 6:48pm
YEP-2417,Mandolin Orange,Such Jubilee,,https://i.scdn.co/image/ab67616d0000b27364713485a2ef115c1362eb5b,https://open.spotify.com/artist/675tsBPpaZtqyiBwEf3ZEP,https://open.spotify.com/album/3hwYI0XK165g3EOCedgOMZ,,Yep Roc Records,"LP, Album",,,7018318,Bluegrass,2018-10-21 20:46,,,,,,2/4/2024 6:28pm
"029, FF029",Mike Auldridge,Mike Auldridge,,https://i.scdn.co/image/ab67616d0000b273418946155a971abed6f0fd11,https://open.spotify.com/artist/2zsStamnZC4eP7rHxSN4Kh,https://open.spotify.com/album/3fPI8UL5aLLva5uvdK8OB6,,"Flying Fish (2), Flying Fish (2)","LP, Album",,,8133158,Bluegrass,2019-07-23 22:10,,,,,,2/4/2024 6:49pm
SH-3725,Mike Auldridge With The Seldom Scene And Friends Of Mike Auldridge,Eight String Swing,,https://i.scdn.co/image/ab67616d0000b273418946155a971abed6f0fd11,https://open.spotify.com/artist/2zsStamnZC4eP7rHxSN4Kh,https://open.spotify.com/album/3fPI8UL5aLLva5uvdK8OB6,,Sugar Hill Records (2),"LP, Album",,,2677633,Bluegrass,2018-10-21 21:27,,,,,,2/4/2024 6:49pm
"MCA-2 8002, MCA2-8002",Various,Bean Blossom,,https://i.scdn.co/image/ab67616d0000b2735227702212e5e3713da436af,https://open.spotify.com/artist/0LyfQWJT6nXafLPZqxe9Of,https://open.spotify.com/album/06GoAmJQElGzeLCM6aH5rF,,"MCA Records, MCA Records","2xLP, Album, Pin",,,4314392,Bluegrass,2018-10-21 21:39,,,,,,2/4/2024 6:30pm
D 1041,Mike Auldridge,Blues And Blue Grass,,https://i.scdn.co/image/ab67616d0000b2735913022300c748389db00538,https://open.spotify.com/artist/2zsStamnZC4eP7rHxSN4Kh,https://open.spotify.com/album/2KevX3H03tViJ6r0eIj9wj,,Takoma,"LP, Album",,,1999960,Bluegrass,2018-10-23 03:25,,,,,,2/4/2024 6:28pm
D-1033,Mike Auldridge,Dobro,,https://i.scdn.co/image/ab67616d0000b2735913022300c748389db00538,https://open.spotify.com/artist/2zsStamnZC4eP7rHxSN4Kh,https://open.spotify.com/album/2KevX3H03tViJ6r0eIj9wj,,Takoma,"LP, Album",,,2741508,Bluegrass,2018-10-21 21:36,,,,,,2/4/2024 6:44pm
QE 38112,Michael Jackson,Thriller,,https://i.scdn.co/image/ab67616d0000b2737027294551db4fda68b5ddac,https://open.spotify.com/artist/3fMbdgg4jU18AjLCKBhRSm,https://open.spotify.com/album/2ZytN2cY4Zjrr9ukb2rqTP,checked,Epic,"LP, Album, Pit",,,2911293,Uncategorized,2020-03-21 23:57,,,,,,2/4/2024 6:49pm
B0032689-01,Chris Stapleton,Starting Over,,https://i.scdn.co/image/ab67616d0000b2739408342067e2ff50d69a3c98,https://open.spotify.com/artist/4YLtscXsxbVgi031ovDDdh,https://open.spotify.com/album/0sOeI7pbAmIc8aDFyvkBUW,,Mercury Nashville,"2xLP, Album, 180",,,16176084,Modern Country,2020-11-16 03:21,,,,,,2/4/2024 6:56pm
SP-3708,Supertramp,Breakfast In America,,https://i.scdn.co/image/ab67616d0000b27372513233916c9ec4c819c3f0,https://open.spotify.com/artist/3JsMj0DEzyWc0VDlHuy9Bx,https://open.spotify.com/album/7i75GRwJbhDDiLi2uQHTtZ,,A&M Records,"LP, Album, Ter",,,617486,Uncategorized,2020-03-17 04:46,,,,,,2/4/2024 6:30pm
FF-050-A,New Grass Revival,Too Late To Turn Back Now,,https://i.scdn.co/image/ab67616d0000b273529758745239dd8bdab70f0b,https://open.spotify.com/artist/4H2wzhX55UWQ9POEPok5j5,https://open.spotify.com/album/1nJFpliT11xMOEcQiqQx4W,,"Flying Fish Records, Inc.","LP, Album",,,8206818,Uncategorized,2018-10-21 19:49,,,,,,2/4/2024 6:52pm
